Predicate	ObjectType	Count
http://www.wikidata.org/prop/direct/P85	http://www.wikidata.org/entity/Q23691	21
http://www.wikidata.org/prop/direct/P5125	http://www.wikidata.org/entity/Q26884324	21
http://www.wikidata.org/prop/direct/P38	http://www.wikidata.org/entity/Q8142	21
http://www.wikidata.org/prop/direct/P30	http://www.wikidata.org/entity/Q5107	21
http://www.wikidata.org/prop/direct/P910	http://www.wikidata.org/entity/Q4167836	21
http://www.wikidata.org/prop/direct/P1464	http://www.wikidata.org/entity/Q4167836	21
http://www.wikidata.org/prop/direct/P1151	http://www.wikidata.org/entity/Q4663903	21
http://www.wikidata.org/prop/direct/P1465	http://www.wikidata.org/entity/Q4167836	21
http://www.wikidata.org/prop/direct/P1792	http://www.wikidata.org/entity/Q4167836	21
http://www.wikidata.org/prop/direct/P17	http://www.wikidata.org/entity/Q3624078	18
http://www.wikidata.org/prop/direct/P530	http://www.wikidata.org/entity/Q43702	18
http://www.wikidata.org/prop/direct/P1622	http://www.wikidata.org/entity/Q14565197	18
http://www.wikidata.org/prop/direct/P2184	http://www.wikidata.org/entity/Q17544377	18
http://www.wikidata.org/prop/direct/P2633	http://www.wikidata.org/entity/Q46865913	18
http://www.wikidata.org/prop/direct/P530	http://www.wikidata.org/entity/Q15634554	18
http://www.wikidata.org/prop/direct/P530	http://www.wikidata.org/entity/Q5255892	18
http://www.wikidata.org/prop/direct/P1552	http://www.wikidata.org/entity/Q47185658	18
http://www.wikidata.org/prop/direct/P6	http://www.wikidata.org/entity/Q5	18
http://www.wikidata.org/prop/direct/P35	http://www.wikidata.org/entity/Q5	18
http://www.wikidata.org/prop/direct/P78	http://www.wikidata.org/entity/Q42032	18
http://www.wikidata.org/prop/direct/P530	http://www.wikidata.org/entity/Q1520223	18
http://www.wikidata.org/prop/direct/P7867	http://www.wikidata.org/entity/Q4167836	18
http://www.wikidata.org/prop/direct/P530	http://www.wikidata.org/entity/Q112099	18
http://www.wikidata.org/prop/direct/P463	http://www.wikidata.org/entity/Q1896989	18
http://www.wikidata.org/prop/direct/P463	http://www.wikidata.org/entity/Q15925165	18
http://www.wikidata.org/prop/direct/P463	http://www.wikidata.org/entity/Q245065	18
http://www.wikidata.org/prop/direct/P463	http://www.wikidata.org/entity/Q484652	18
http://www.wikidata.org/prop/direct/P530	http://www.wikidata.org/entity/Q3624078	18
http://www.wikidata.org/prop/direct/P530	http://www.wikidata.org/entity/Q6256	18
http://www.wikidata.org/prop/direct/P37	http://www.wikidata.org/entity/Q1288568	17
http://www.wikidata.org/prop/direct/P463	http://www.wikidata.org/entity/Q1065	17
http://www.wikidata.org/prop/direct/P421	http://www.wikidata.org/entity/Q17272482	17
http://www.wikidata.org/prop/direct/P1740	http://www.wikidata.org/entity/Q4167836	17
http://www.wikidata.org/prop/direct/P463	http://www.wikidata.org/entity/Q43229	17
http://www.wikidata.org/prop/direct/P463	http://www.wikidata.org/entity/Q732717	17
http://www.wikidata.org/prop/direct/P2852	http://www.wikidata.org/entity/Q694554	17
http://www.wikidata.org/prop/direct/P37	http://www.wikidata.org/entity/Q34770	16
http://www.wikidata.org/prop/direct/P530	http://www.wikidata.org/entity/Q859563	16
http://www.wikidata.org/prop/direct/P36	http://www.wikidata.org/entity/Q5119	16
http://www.wikidata.org/prop/direct/P1313	http://www.wikidata.org/entity/Q294414	16
http://www.wikidata.org/prop/direct/P47	http://www.wikidata.org/entity/Q3624078	16
http://www.wikidata.org/prop/direct/P163	http://www.wikidata.org/entity/Q186516	16
http://www.wikidata.org/prop/direct/P2936	http://www.wikidata.org/entity/Q1288568	15
http://www.wikidata.org/prop/direct/P530	http://www.wikidata.org/entity/Q1489259	15
http://www.wikidata.org/prop/direct/P2936	http://www.wikidata.org/entity/Q34770	15
